word1	word2	POS	SimLex999	conc(w1)	conc(w2)	concQ	Assoc(USF)	SimAssoc333	SD(SimLex)	context1	context2
area	region	N	9.47	3.72	3.19	2	5.12	1	0.58	The word 'area' is often used in phrases such as 'The area solution' or 'The area idea.'	The word 'region' is often used in phrases such as 'The region method' or 'The region approach.'
navy	army	N	6.43	3.93	4.7	3	5.0	1	0.53	The word 'navy' is often used in phrases such as 'The navy solution' or 'The navy idea.'	The word 'army' is often used in phrases such as 'The army method' or 'The army approach.'
book	literature	N	7.53	4.9	4.1	3	4.86	1	0.45	The word 'book' is often used in phrases such as 'The book solution' or 'The book idea.'	The word 'literature' is often used in phrases such as 'The literature method' or 'The literature approach.'
clothes	closet	N	3.27	4.76	4.83	4	4.83	1	1.29	The word 'clothes' is often used in phrases such as 'The clothes solution' or 'The clothes idea.'	The word 'closet' is often used in phrases such as 'The closet method' or 'The closet approach.'
sunset	sunrise	N	2.47	4.54	4.69	3	4.8	1	1.12	The word 'sunset' is often used in phrases such as 'The sunset solution' or 'The sunset idea.'	The word 'sunrise' is often used in phrases such as 'The sunrise method' or 'The sunrise approach.'
child	adult	N	2.98	4.78	4.4	3	4.59	1	1.48	The word 'child' is often used in phrases such as 'The child solution' or 'The child idea.'	The word 'adult' is often used in phrases such as 'The adult method' or 'The adult approach.'
cow	cattle	N	9.52	4.96	4.64	4	4.39	1	0.79	The word 'cow' is often used in phrases such as 'The cow solution' or 'The cow idea.'	The word 'cattle' is often used in phrases such as 'The cattle method' or 'The cattle approach.'
book	story	N	5.63	4.9	3.3	3	4.19	1	0.78	The word 'book' is often used in phrases such as 'The book solution' or 'The book idea.'	The word 'story' is often used in phrases such as 'The story method' or 'The story approach.'
winter	summer	N	2.38	3.84	3.64	3	3.96	1	0.47	The word 'winter' is often used in phrases such as 'The winter solution' or 'The winter idea.'	The word 'summer' is often used in phrases such as 'The summer method' or 'The summer approach.'
taxi	cab	N	9.2	4.93	4.88	4	3.86	1	1.23	The word 'taxi' is often used in phrases such as 'The taxi solution' or 'The taxi idea.'	The word 'cab' is often used in phrases such as 'The cab method' or 'The cab approach.'
tree	maple	N	5.53	5.0	4.46	3	3.67	1	1.19	The word 'tree' is often used in phrases such as 'The tree solution' or 'The tree idea.'	The word 'maple' is often used in phrases such as 'The maple method' or 'The maple approach.'
bed	bedroom	N	3.4	5.0	4.9	4	3.53	1	1.25	The word 'bed' is often used in phrases such as 'The bed solution' or 'The bed idea.'	The word 'bedroom' is often used in phrases such as 'The bedroom method' or 'The bedroom approach.'
roof	ceiling	N	7.58	4.79	4.85	4	3.5	1	0.77	The word 'roof' is often used in phrases such as 'The roof solution' or 'The roof idea.'	The word 'ceiling' is often used in phrases such as 'The ceiling method' or 'The ceiling approach.'
disease	infection	N	7.15	3.45	4.1	3	3.45	1	1.08	The word 'disease' is often used in phrases such as 'The disease solution' or 'The disease idea.'	The word 'infection' is often used in phrases such as 'The infection method' or 'The infection approach.'
arm	shoulder	N	4.85	4.96	4.93	4	3.35	1	1.81	The word 'arm' is often used in phrases such as 'The arm solution' or 'The arm idea.'	The word 'shoulder' is often used in phrases such as 'The shoulder method' or 'The shoulder approach.'
sheep	lamb	N	8.42	4.9	4.97	4	3.33	1	1.51	The word 'sheep' is often used in phrases such as 'The sheep solution' or 'The sheep idea.'	The word 'lamb' is often used in phrases such as 'The lamb method' or 'The lamb approach.'
lady	gentleman	N	3.42	4.33	3.57	3	3.29	1	1.08	The word 'lady' is often used in phrases such as 'The lady solution' or 'The lady idea.'	The word 'gentleman' is often used in phrases such as 'The gentleman method' or 'The gentleman approach.'
boat	anchor	N	2.25	4.93	4.77	4	3.25	1	1.1	The word 'boat' is often used in phrases such as 'The boat solution' or 'The boat idea.'	The word 'anchor' is often used in phrases such as 'The anchor method' or 'The anchor approach.'
priest	monk	N	6.28	4.77	4.35	3	3.23	1	0.61	The word 'priest' is often used in phrases such as 'The priest solution' or 'The priest idea.'	The word 'monk' is often used in phrases such as 'The monk method' or 'The monk approach.'
toe	finger	N	4.68	4.93	5.0	4	3.22	1	0.55	The word 'toe' is often used in phrases such as 'The toe solution' or 'The toe idea.'	The word 'finger' is often used in phrases such as 'The finger method' or 'The finger approach.'
river	stream	N	7.3	4.89	4.5	3	3.21	1	0.81	The word 'river' is often used in phrases such as 'The river solution' or 'The river idea.'	The word 'stream' is often used in phrases such as 'The stream method' or 'The stream approach.'
anger	fury	N	8.73	2.41	2.89	2	3.06	1	1.89	The word 'anger' is often used in phrases such as 'The anger solution' or 'The anger idea.'	The word 'fury' is often used in phrases such as 'The fury method' or 'The fury approach.'
date	calendar	N	4.42	3.9	4.62	3	3.05	1	1.5	The word 'date' is often used in phrases such as 'The date solution' or 'The date idea.'	The word 'calendar' is often used in phrases such as 'The calendar method' or 'The calendar approach.'
sea	ocean	N	8.27	4.79	4.86	4	2.91	1	1.3	The word 'sea' is often used in phrases such as 'The sea solution' or 'The sea idea.'	The word 'ocean' is often used in phrases such as 'The ocean method' or 'The ocean approach.'
second	minute	N	4.62	3.3	3.04	2	2.84	1	1.15	The word 'second' is often used in phrases such as 'The second solution' or 'The second idea.'	The word 'minute' is often used in phrases such as 'The minute method' or 'The minute approach.'
hand	thumb	N	3.88	4.72	4.96	4	2.84	1	0.44	The word 'hand' is often used in phrases such as 'The hand solution' or 'The hand idea.'	The word 'thumb' is often used in phrases such as 'The thumb method' or 'The thumb approach.'
wood	log	N	7.3	4.85	4.96	4	2.79	1	0.87	The word 'wood' is often used in phrases such as 'The wood solution' or 'The wood idea.'	The word 'log' is often used in phrases such as 'The log method' or 'The log approach.'
mud	dirt	N	7.32	4.86	4.86	4	2.76	1	0.48	The word 'mud' is often used in phrases such as 'The mud solution' or 'The mud idea.'	The word 'dirt' is often used in phrases such as 'The dirt method' or 'The dirt approach.'
hallway	corridor	N	9.28	4.74	4.72	3	2.7	1	0.76	The word 'hallway' is often used in phrases such as 'The hallway solution' or 'The hallway idea.'	The word 'corridor' is often used in phrases such as 'The corridor method' or 'The corridor approach.'
way	manner	N	7.62	2.34	1.62	1	2.56	1	0.44	The word 'way' is often used in phrases such as 'The way solution' or 'The way idea.'	The word 'manner' is often used in phrases such as 'The manner method' or 'The manner approach.'
mouse	cat	N	1.12	4.83	4.86	4	2.56	1	1.02	The word 'mouse' is often used in phrases such as 'The mouse solution' or 'The mouse idea.'	The word 'cat' is often used in phrases such as 'The cat method' or 'The cat approach.'
cop	sheriff	N	9.05	4.3	4.5	3	2.54	1	1.55	The word 'cop' is often used in phrases such as 'The cop solution' or 'The cop idea.'	The word 'sheriff' is often used in phrases such as 'The sheriff method' or 'The sheriff approach.'
death	burial	N	4.93	3.73	3.93	3	2.46	1	1.88	The word 'death' is often used in phrases such as 'The death solution' or 'The death idea.'	The word 'burial' is often used in phrases such as 'The burial method' or 'The burial approach.'
music	melody	N	6.98	4.31	3.71	3	2.43	1	1.36	The word 'music' is often used in phrases such as 'The music solution' or 'The music idea.'	The word 'melody' is often used in phrases such as 'The melody method' or 'The melody approach.'
beer	alcohol	N	7.5	4.88	4.76	4	2.4	1	1.07	The word 'beer' is often used in phrases such as 'The beer solution' or 'The beer idea.'	The word 'alcohol' is often used in phrases such as 'The alcohol method' or 'The alcohol approach.'
mouth	lip	N	7.1	4.74	4.96	4	2.28	1	1.4	The word 'mouth' is often used in phrases such as 'The mouth solution' or 'The mouth idea.'	The word 'lip' is often used in phrases such as 'The lip method' or 'The lip approach.'
storm	hurricane	N	6.38	4.7	4.59	3	2.27	1	0.9	The word 'storm' is often used in phrases such as 'The storm solution' or 'The storm idea.'	The word 'hurricane' is often used in phrases such as 'The hurricane method' or 'The hurricane approach.'
tax	income	N	2.38	3.89	3.07	2	2.25	1	1.15	The word 'tax' is often used in phrases such as 'The tax solution' or 'The tax idea.'	The word 'income' is often used in phrases such as 'The income method' or 'The income approach.'
flower	violet	N	6.95	5.0	4.48	4	2.22	1	1.72	The word 'flower' is often used in phrases such as 'The flower solution' or 'The flower idea.'	The word 'violet' is often used in phrases such as 'The violet method' or 'The violet approach.'
paper	cardboard	N	5.38	4.93	4.9	4	2.2	1	1.22	The word 'paper' is often used in phrases such as 'The paper solution' or 'The paper idea.'	The word 'cardboard' is often used in phrases such as 'The cardboard method' or 'The cardboard approach.'
floor	ceiling	N	1.73	4.8	4.85	4	2.18	1	0.97	The word 'floor' is often used in phrases such as 'The floor solution' or 'The floor idea.'	The word 'ceiling' is often used in phrases such as 'The ceiling method' or 'The ceiling approach.'
beach	seashore	N	8.33	4.79	4.63	3	2.15	1	0.47	The word 'beach' is often used in phrases such as 'The beach solution' or 'The beach idea.'	The word 'seashore' is often used in phrases such as 'The seashore method' or 'The seashore approach.'
rod	curtain	N	3.03	4.43	4.82	3	2.13	1	0.39	The word 'rod' is often used in phrases such as 'The rod solution' or 'The rod idea.'	The word 'curtain' is often used in phrases such as 'The curtain method' or 'The curtain approach.'
hound	fox	N	2.38	4.48	4.97	3	2.13	1	1.36	The word 'hound' is often used in phrases such as 'The hound solution' or 'The hound idea.'	The word 'fox' is often used in phrases such as 'The fox method' or 'The fox approach.'
street	alley	N	5.48	4.75	4.82	4	2.07	1	1.62	The word 'street' is often used in phrases such as 'The street solution' or 'The street idea.'	The word 'alley' is often used in phrases such as 'The alley method' or 'The alley approach.'
boat	deck	N	4.28	4.93	4.77	4	2.04	1	1.39	The word 'boat' is often used in phrases such as 'The boat solution' or 'The boat idea.'	The word 'deck' is often used in phrases such as 'The deck method' or 'The deck approach.'
car	horn	N	2.57	4.89	5.0	4	2.04	1	0.79	The word 'car' is often used in phrases such as 'The car solution' or 'The car idea.'	The word 'horn' is often used in phrases such as 'The horn method' or 'The horn approach.'
friend	guest	N	4.25	3.07	3.83	2	1.97	1	1.41	The word 'friend' is often used in phrases such as 'The friend solution' or 'The friend idea.'	The word 'guest' is often used in phrases such as 'The guest method' or 'The guest approach.'
employer	employee	N	3.65	3.81	4.1	3	1.96	1	0.95	The word 'employer' is often used in phrases such as 'The employer solution' or 'The employer idea.'	The word 'employee' is often used in phrases such as 'The employee method' or 'The employee approach.'
hand	wrist	N	3.97	4.72	4.93	4	1.96	1	1.32	The word 'hand' is often used in phrases such as 'The hand solution' or 'The hand idea.'	The word 'wrist' is often used in phrases such as 'The wrist method' or 'The wrist approach.'
ball	cannon	N	2.58	5.0	4.79	4	1.96	1	1.82	The word 'ball' is often used in phrases such as 'The ball solution' or 'The ball idea.'	The word 'cannon' is often used in phrases such as 'The cannon method' or 'The cannon approach.'
alcohol	brandy	N	6.98	4.76	4.81	4	1.93	1	0.57	The word 'alcohol' is often used in phrases such as 'The alcohol solution' or 'The alcohol idea.'	The word 'brandy' is often used in phrases such as 'The brandy method' or 'The brandy approach.'
victory	triumph	N	8.98	2.55	2.17	1	1.9	1	0.94	The word 'victory' is often used in phrases such as 'The victory solution' or 'The victory idea.'	The word 'triumph' is often used in phrases such as 'The triumph method' or 'The triumph approach.'
telephone	booth	N	3.63	4.96	4.42	3	1.88	1	1.1	The word 'telephone' is often used in phrases such as 'The telephone solution' or 'The telephone idea.'	The word 'booth' is often used in phrases such as 'The booth method' or 'The booth approach.'
door	doorway	N	5.4	4.81	4.75	4	1.88	1	1.86	The word 'door' is often used in phrases such as 'The door solution' or 'The door idea.'	The word 'doorway' is often used in phrases such as 'The doorway method' or 'The doorway approach.'
motel	inn	N	8.17	4.93	4.64	4	1.86	1	0.39	The word 'motel' is often used in phrases such as 'The motel solution' or 'The motel idea.'	The word 'inn' is often used in phrases such as 'The inn method' or 'The inn approach.'
clothes	cloth	N	5.47	4.76	4.9	4	1.82	1	1.43	The word 'clothes' is often used in phrases such as 'The clothes solution' or 'The clothes idea.'	The word 'cloth' is often used in phrases such as 'The cloth method' or 'The cloth approach.'
steak	meat	N	7.47	4.96	4.9	4	1.81	1	1.34	The word 'steak' is often used in phrases such as 'The steak solution' or 'The steak idea.'	The word 'meat' is often used in phrases such as 'The meat method' or 'The meat approach.'
nail	thumb	N	3.55	4.93	4.96	4	1.76	1	1.16	The word 'nail' is often used in phrases such as 'The nail solution' or 'The nail idea.'	The word 'thumb' is often used in phrases such as 'The thumb method' or 'The thumb approach.'
band	orchestra	N	7.08	4.68	4.79	4	1.75	1	1.36	The word 'band' is often used in phrases such as 'The band solution' or 'The band idea.'	The word 'orchestra' is often used in phrases such as 'The orchestra method' or 'The orchestra approach.'
